student_id,course_code,term,has_prerequisites,credits,attendance_rate,midterm_score,final_score,assignment_score,target_passed,past_avg_total_score,past_avg_midterm_score,past_avg_final_score,past_avg_assignment_score,past_avg_attendance,past_pass_rate,courses_taken,dept_pass_rate,prereq_avg_score,prereq_pass_rate
20260829,IS 342,Spring 2024,0,4,86.45,30,36,13,1,76.2,21.8,37.8,16.6,69.434,0.8,5,1.0,0.0,0.0
20260829,IS 211,Fall 2024,1,4,67.27,15,41,15,1,77.8,24.8,36.8,16.2,73.27,0.8,5,1.0,86.0,0.0
20260662,MA 112,Spring 2024,1,4,63.75,25,11,7,0,56.333333333333336,19.5,28.333333333333332,8.5,82.15333333333332,0.8333333333333334,6,0.8333333333333334,56.25,0.75
20260662,IS 231,Fall 2023,1,2,93.63,16,28,13,1,54.0,21.0,25.5,7.5,77.17333333333333,0.6666666666666666,6,0.75,52.75,0.5
20260662,IS 321,Fall 2023,1,2,71.6,26,38,11,1,51.0,19.333333333333332,23.833333333333332,7.833333333333333,80.84500000000001,0.6666666666666666,6,0.75,48.25,0.5
20260662,IS 498,Spring 2024,1,2,69.22,17,17,2,0,57.5,20.833333333333332,27.333333333333332,9.333333333333334,81.24166666666667,0.8333333333333334,6,1.0,58.0,0.75
20260662,IS 441,Fall 2024,0,2,100.0,21,23,9,1,54.666666666666664,20.166666666666668,26.333333333333332,8.166666666666666,76.11166666666666,0.6666666666666666,6,0.75,0.0,0.0
20260662,CS 112,Fall 2024,0,3,87.44,23,23,14,1,53.5,19.833333333333332,26.333333333333332,7.333333333333333,78.205,0.6666666666666666,6,0.6666666666666666,0.0,0.0
20260662,IS 352,Fall 2024,1,4,71.03,14,41,2,1,54.0,21.333333333333332,23.333333333333332,9.333333333333334,80.94,0.6666666666666666,6,0.75,52.75,0.5
20260656,IS 211,Spring 2024,1,2,72.98,24,32,14,1,81.5,22.833333333333332,42.333333333333336,16.333333333333332,73.49833333333333,1.0,6,1.0,72.5,1.0
20260656,AI 310,Fall 2024,0,2,58.52,30,28,20,1,80.16666666666667,21.833333333333332,43.0,15.333333333333334,75.90833333333333,1.0,6,1.0,0.0,0.0
20260656,HU 122,Spring 2024,0,2,65.74,30,47,20,1,77.0,21.833333333333332,39.833333333333336,15.333333333333334,74.705,1.0,6,1.0,0.0,0.0
20260656,IS 453,Spring 2024,0,4,89.86,22,50,16,1,78.5,23.166666666666668,39.333333333333336,16.0,70.685,1.0,6,1.0,0.0,0.0
20260656,IS 345,Fall 2023,1,4,64.92,13,47,10,1,81.5,24.666666666666668,39.833333333333336,17.0,74.84166666666667,1.0,6,1.0,72.5,1.0
20260656,ST 121,Fall 2023,1,3,100.0,20,37,18,1,80.66666666666667,23.5,41.5,15.666666666666666,68.995,1.0,6,1.0,70.0,1.0
20260656,HU 213,Fall 2023,0,2,61.95,22,45,14,1,79.66666666666667,23.166666666666668,40.166666666666664,16.333333333333332,75.33666666666667,1.0,6,1.0,0.0,0.0
20260173,IS 442,Fall 2023,0,4,58.29,23,37,8,1,50.0,21.5,23.75,4.75,69.2925,0.5,4,0.5,0.0,0.0
20260173,IS 365,Fall 2024,1,4,64.12,25,36,1,1,51.5,21.0,24.0,6.5,67.835,0.5,4,0.5,51.5,0.5
20260173,IS 455,Fall 2024,0,4,82.78,29,27,8,1,51.0,20.0,26.25,4.75,63.17,0.5,4,0.5,0.0,0.0
20260173,IS 241,Fall 2023,0,3,89.97,9,13,7,0,59.75,25.0,29.75,5.0,61.3725,0.75,4,0.75,0.0,0.0
20260173,IS 496,Spring 2024,0,2,40.3,23,19,3,0,55.75,21.5,28.25,6.0,73.78999999999999,0.75,4,0.75,0.0,0.0
20260610,IS 443,Fall 2024,0,4,71.61,27,41,11,1,79.66666666666667,23.666666666666668,39.333333333333336,16.666666666666668,81.19666666666667,1.0,3,1.0,0.0,0.0
20260610,IS 450,Fall 2023,0,2,89.77,19,47,15,1,79.0,26.333333333333332,37.333333333333336,15.333333333333334,75.14333333333333,1.0,3,1.0,0.0,0.0
20260610,HU 112,Fall 2024,1,2,76.53,29,30,20,1,79.66666666666667,23.0,43.0,13.666666666666666,79.55666666666667,1.0,3,1.0,79.66666666666667,1.0
20260610,HU 213,Fall 2023,0,4,77.29,23,41,15,1,79.66666666666667,25.0,39.333333333333336,15.333333333333334,79.30333333333333,1.0,3,1.0,0.0,0.0
20261552,IS 414,Spring 2024,0,3,77.97,17,33,8,1,58.0,21.6,24.4,12.0,83.918,0.8,5,1.0,0.0,0.0
20261552,CS 111,Spring 2024,1,2,85.27,11,30,10,1,59.4,22.8,25.0,11.6,82.458,0.8,5,0.0,68.0,1.0
20261552,CS 241,Fall 2024,0,3,75.49,18,14,16,0,60.0,21.4,28.2,10.4,84.41400000000002,1.0,5,1.0,0.0,0.0
20261552,IS 498,Fall 2024,0,4,92.59,25,23,7,1,58.6,20.0,26.4,12.2,80.994,0.8,5,1.0,0.0,0.0
20261552,IS 496,Fall 2023,1,2,93.71,24,30,14,1,56.0,20.2,25.0,10.8,80.77000000000001,0.8,5,1.0,59.5,1.0
20261552,IS 421,Spring 2024,1,2,72.53,30,25,13,1,56.0,19.0,26.0,11.0,85.006,0.8,5,1.0,59.5,1.0
20260243,IS 313,Spring 2024,1,4,77.81,23,46,20,1,84.0,22.0,44.5,17.5,59.58,1.0,2,1.0,87.0,1.0
20260243,HU 122,Fall 2024,0,2,71.71,22,39,20,1,88.0,22.5,48.0,17.5,62.63,1.0,2,1.0,0.0,0.0
20260243,CS 112,Spring 2024,1,2,47.45,22,50,15,1,85.0,22.5,42.5,20.0,74.75999999999999,1.0,2,1.0,89.0,1.0
20262466,IS 360,Spring 2024,1,2,66.16,7,27,13,0,48.5,15.25,26.25,7.0,83.83,0.25,4,0.25,52.5,0.5
20262466,IS 455,Spring 2024,0,4,72.59,11,32,6,0,48.0,14.25,25.0,8.75,82.2225,0.25,4,0.25,0.0,0.0
20262466,IS 450,Fall 2023,0,3,100.0,11,18,11,0,50.25,14.25,28.5,7.5,75.37,0.25,4,0.25,0.0,0.0
20262466,IS 333,Fall 2023,1,3,62.73,21,30,5,1,46.25,11.75,25.5,9.0,84.6875,0.0,4,0.0,48.0,0.0
20262466,IS 231,Fall 2023,1,3,100.0,18,25,6,0,48.0,12.5,26.75,8.75,75.37,0.25,4,0.25,51.5,0.5
20260445,IS 312,Fall 2024,0,3,95.87,27,40,15,1,78.5,22.25,41.0,15.25,79.74,1.0,4,1.0,0.0,0.0
20260445,IS 350,Fall 2024,1,4,88.05,25,31,12,1,82.0,22.75,43.25,16.0,81.695,1.0,4,1.0,88.5,1.0
20260445,IT 223,Fall 2023,0,3,71.96,9,45,15,1,81.75,26.75,39.75,15.25,85.7175,1.0,4,1.0,0.0,0.0
20260445,MA 111,Fall 2023,1,4,87.75,25,48,16,1,76.75,22.75,39.0,15.0,81.77,1.0,4,1.0,78.0,1.0
20260445,IT 111,Fall 2024,1,2,71.2,30,40,18,1,77.0,21.5,41.0,14.5,85.9075,1.0,4,1.0,78.5,1.0
20260606,HU 122,Fall 2024,0,2,76.16,22,17,10,0,45.0,10.666666666666666,27.333333333333332,7.0,76.21666666666665,0.3333333333333333,3,0.3333333333333333,0.0,0.0
20260606,IS 414,Spring 2024,1,2,70.99,9,24,5,0,48.666666666666664,15.0,25.0,8.666666666666666,77.94,0.3333333333333333,3,0.0,51.0,1.0
20260606,IS 443,Fall 2023,0,3,67.11,15,28,3,0,46.0,13.0,23.666666666666668,9.333333333333334,79.23333333333333,0.3333333333333333,3,0.0,0.0,0.0
20260606,CS 221,Fall 2024,1,2,90.55,8,30,13,1,44.333333333333336,15.333333333333334,23.0,6.0,71.42,0.0,3,0.0,38.0,0.0
20260401,IS 414,Fall 2023,1,4,59.93,19,46,20,1,80.5,27.5,34.5,18.5,55.14,1.0,2,1.0,79.0,1.0
20260401,CS 313,Fall 2023,0,3,58.74,30,33,19,1,82.0,22.0,41.0,19.0,55.735,1.0,2,1.0,0.0,0.0
20260401,CS 214,Fall 2024,1,2,51.54,25,36,18,1,83.5,24.5,39.5,19.5,59.335,1.0,2,1.0,85.0,1.0
20262381,HU 323,Fall 2024,1,3,80.81,28,44,15,1,87.66666666666667,24.333333333333332,45.666666666666664,17.666666666666668,81.7,1.0,3,1.0,88.0,1.0
20262381,PH 111,Fall 2024,1,4,76.47,25,48,16,1,87.0,25.333333333333332,44.333333333333336,17.333333333333332,83.14666666666666,1.0,3,1.0,87.0,1.0
20262381,IS 312,Fall 2024,0,2,100.0,24,43,20,1,87.66666666666667,25.666666666666668,46.0,16.0,75.30333333333333,1.0,3,1.0,0.0,0.0
20262381,MA 112,Fall 2024,1,3,68.63,24,46,17,1,87.66666666666667,25.666666666666668,45.0,17.0,85.75999999999999,1.0,3,1.0,88.0,1.0
20261792,HU 111,Fall 2023,0,4,70.48,25,26,3,1,57.666666666666664,19.833333333333332,29.0,8.833333333333334,67.71499999999999,0.8333333333333334,6,0.8333333333333334,0.0,0.0
20261792,IT 223,Spring 2024,1,3,43.3,20,39,12,1,54.833333333333336,20.666666666666668,26.833333333333332,7.333333333333333,72.245,0.8333333333333334,6,0.8333333333333334,56.0,0.75
20261792,IS 450,Fall 2024,1,4,59.82,27,31,4,1,56.333333333333336,19.5,28.166666666666668,8.666666666666666,69.49166666666666,0.8333333333333334,6,1.0,58.25,0.75
20261792,IS 342,Spring 2024,0,3,61.94,17,20,14,1,58.166666666666664,21.166666666666668,30.0,7.0,69.13833333333332,0.8333333333333334,6,1.0,0.0,0.0
20261792,IS 414,Spring 2024,1,3,93.81,20,33,2,1,57.5,20.666666666666668,27.833333333333332,9.0,63.82666666666666,0.8333333333333334,6,1.0,60.0,0.75
20261792,CS 112,Fall 2024,1,3,56.66,6,28,12,0,59.0,23.0,28.666666666666668,7.333333333333333,70.01833333333333,1.0,6,1.0,62.25,1.0
20261792,IS 211,Spring 2024,1,4,90.76,29,23,9,1,56.5,19.166666666666668,29.5,7.833333333333333,64.335,0.8333333333333334,6,1.0,58.5,0.75
20261742,IS 360,Fall 2023,0,2,80.38,27,30,12,1,78.75,27.75,33.25,17.75,64.945,1.0,4,1.0,0.0,0.0
20261742,PH 111,Fall 2024,1,4,64.15,30,37,16,1,75.25,27.0,31.5,16.75,69.0025,1.0,4,1.0,79.0,1.0
20261742,HU 331,Fall 2024,0,3,62.23,26,39,18,1,75.25,28.0,31.0,16.25,69.4825,1.0,4,1.0,0.0,0.0
20261742,IS 496,Spring 2024,1,4,79.93,30,29,20,1,76.25,27.0,33.5,15.75,65.0575,1.0,4,1.0,83.0,1.0
20261742,ST 122,Fall 2024,0,3,53.47,25,28,17,1,78.5,28.25,33.75,16.5,71.6725,1.0,4,1.0,0.0,0.0
20262359,IS 455,Fall 2023,1,2,62.82,25,38,19,1,77.2,21.4,40.2,15.6,83.3,1.0,5,1.0,79.0,1.0
20262359,IS 342,Spring 2024,0,3,74.34,18,43,18,1,77.8,22.8,39.2,15.8,80.99600000000001,1.0,5,1.0,0.0,0.0
20262359,IS 434,Spring 2024,0,2,93.27,24,35,15,1,78.8,21.6,40.8,16.4,77.21,1.0,5,1.0,0.0,0.0
20262359,AI 310,Fall 2024,0,3,74.29,17,45,17,1,77.8,23.0,38.8,16.0,81.006,1.0,5,1.0,0.0,0.0
20262359,MA 111,Fall 2023,1,2,75.32,30,33,16,1,77.8,20.4,41.2,16.2,80.8,1.0,5,1.0,82.0,1.0
20262359,IT 423,Fall 2023,0,2,99.28,18,45,12,1,78.6,22.8,38.8,17.0,76.00800000000001,1.0,5,1.0,0.0,0.0
20260629,IS 360,Spring 2024,1,4,42.21,18,38,20,1,85.33333333333333,26.666666666666668,41.0,17.666666666666668,84.48666666666668,1.0,3,1.0,85.33333333333333,1.0
20260629,IS 451,Fall 2024,1,2,75.0,29,34,17,1,84.0,23.0,42.333333333333336,18.666666666666668,73.55666666666667,1.0,3,1.0,84.0,1.0
20260629,IT 111,Fall 2023,1,3,88.98,21,40,19,1,84.0,25.666666666666668,40.333333333333336,18.0,68.89666666666666,1.0,3,1.0,84.0,1.0
20260629,IT 223,Spring 2024,1,4,89.48,30,49,17,1,78.66666666666667,22.666666666666668,37.333333333333336,18.666666666666668,68.73,1.0,3,1.0,78.66666666666667,1.0
20262249,IS 415,Fall 2023,0,3,65.56,14,27,3,0,51.75,13.25,27.0,11.5,79.005,0.5,4,1.0,0.0,0.0
20262249,IS 450,Spring 2024,0,3,81.53,14,25,12,1,50.0,13.25,27.5,9.25,75.01249999999999,0.25,4,0.0,0.0,0.0
20262249,HU 323,Fall 2024,1,3,76.64,9,23,12,0,51.75,14.5,28.0,9.25,76.235,0.5,4,0.0,51.75,0.5
20262249,HU 332,Fall 2023,0,4,86.08,11,29,8,0,50.75,14.0,26.5,10.25,73.875,0.5,4,0.0,0.0,0.0
20262249,CS 313,Spring 2024,0,4,71.77,19,31,14,1,46.75,12.0,26.0,8.75,77.4525,0.25,4,0.25,0.0,0.0
20260135,IT 222,Spring 2024,1,3,82.85,9,31,10,1,53.75,13.5,33.5,6.75,70.7325,0.5,4,0.5,44.0,0.0
20260135,HU 332,Fall 2024,0,2,80.36,18,37,10,1,50.0,11.25,32.0,6.75,71.355,0.5,4,0.5,0.0,0.0
20260135,IS 313,Fall 2024,1,3,68.07,4,29,9,0,55.75,14.75,34.0,7.0,74.4275,0.75,4,0.75,48.0,0.5
20260135,CS 221,Fall 2024,1,4,54.99,8,33,5,0,54.75,13.75,33.0,8.0,77.69749999999999,0.75,4,1.0,46.0,0.5
20260135,CS 214,Spring 2024,0,4,79.51,24,35,3,1,50.75,9.75,32.5,8.5,71.5675,0.5,4,0.0,0.0,0.0
20260850,IS 455,Spring 2024,0,3,96.69,24,48,20,1,87.4,26.6,44.4,16.4,78.084,0.8,5,1.0,0.0,0.0
20260850,CS 214,Fall 2023,1,3,87.45,30,48,16,1,87.0,25.4,44.4,17.2,79.932,0.8,5,0.0,85.0,1.0
20260850,IT 223,Fall 2024,1,2,72.07,30,38,17,1,88.8,25.4,46.4,17.0,83.00800000000001,0.8,5,0.8,88.0,1.0
20260850,IS 312,Spring 2024,1,2,96.0,22,50,12,1,89.0,27.0,44.0,18.0,78.22200000000001,0.8,5,1.0,88.33333333333333,1.0
20260850,CS 352,Spring 2024,0,2,78.04,25,43,20,0,88.2,26.4,45.4,16.4,81.814,1.0,5,1.0,0.0,0.0
20260850,HU 122,Fall 2023,1,4,56.86,26,43,17,1,88.6,26.2,45.4,17.0,86.05,0.8,5,0.8,87.66666666666667,1.0
20262223,CS 111,Fall 2023,1,4,83.8,27,24,19,1,86.0,26.666666666666668,42.0,17.333333333333332,72.61,1.0,3,1.0,73.0,1.0
20262223,IT 223,Fall 2024,0,4,54.2,25,48,19,1,78.66666666666667,27.333333333333332,34.0,17.333333333333332,82.47666666666667,1.0,3,1.0,0.0,0.0
20262223,MA 112,Spring 2024,1,2,73.05,25,35,13,1,85.0,27.333333333333332,38.333333333333336,19.333333333333332,76.19333333333333,1.0,3,1.0,70.0,1.0
20262223,IS 496,Fall 2023,0,2,90.58,30,43,20,1,78.33333333333333,25.666666666666668,35.666666666666664,17.0,70.35000000000001,1.0,3,1.0,0.0,0.0
20260341,IS 231,Fall 2023,1,4,71.92,24,43,14,1,85.25,28.0,41.0,16.25,68.9425,1.0,4,1.0,85.25,1.0
20260341,IS 451,Fall 2023,1,2,60.97,29,33,20,1,85.0,26.75,43.5,14.75,71.67999999999999,1.0,4,1.0,85.0,1.0
20260341,IS 352,Fall 2023,1,3,62.86,29,44,19,1,82.5,26.75,40.75,15.0,71.2075,1.0,4,1.0,82.5,1.0
20260341,MA 113,Fall 2024,1,3,81.61,27,38,17,1,85.0,27.25,42.25,15.5,66.52,1.0,4,1.0,85.0,1.0
20260341,IT 221,Spring 2024,1,3,70.33,27,49,9,1,84.25,27.25,39.5,17.5,69.34,1.0,4,1.0,84.25,1.0
20261595,CS 111,Spring 2024,0,4,91.77,27,43,20,1,71.75,23.0,33.75,15.0,70.82249999999999,1.0,4,1.0,0.0,0.0
20261595,IS 443,Fall 2023,0,2,51.82,24,40,15,1,74.5,23.75,34.5,16.25,80.80999999999999,1.0,4,1.0,0.0,0.0
20261595,IS 453,Fall 2024,0,3,100.0,17,30,14,1,79.0,25.5,37.0,16.5,68.765,1.0,4,1.0,0.0,0.0
20261595,IT 241,Fall 2023,1,3,47.01,27,29,18,1,75.75,23.0,37.25,15.5,82.0125,1.0,4,1.0,73.0,1.0
20261595,IS 451,Fall 2024,1,4,84.46,24,36,13,1,76.0,23.75,35.5,16.75,72.65,1.0,4,1.0,74.0,1.0
20261521,IT 223,Fall 2024,0,3,87.49,15,28,14,1,56.25,19.0,22.75,14.5,77.9425,1.0,4,1.0,0.0,0.0
20261521,MA 112,Spring 2024,1,3,61.41,14,23,18,1,56.75,19.25,24.0,13.5,84.4625,1.0,4,1.0,48.5,1.0
20261521,HU 334,Spring 2024,1,3,100.0,18,23,12,1,57.25,18.25,24.0,15.0,74.815,1.0,4,1.0,49.5,1.0
20261521,IT 111,Fall 2024,1,3,69.17,14,19,11,1,59.5,19.25,25.0,15.25,82.5225,1.0,4,1.0,54.0,1.0
20261521,HU 122,Fall 2023,0,2,81.19,30,26,17,1,52.25,15.25,23.25,13.75,79.5175,1.0,4,1.0,0.0,0.0
20261668,IS 422,Spring 2024,0,3,74.16,16,40,11,1,63.5,25.5,22.5,15.5,84.025,1.0,2,1.0,0.0,0.0
20261668,IS 442,Spring 2024,1,4,77.47,21,22,11,1,70.0,23.0,31.5,15.5,82.37,1.0,2,1.0,73.0,1.0
20261668,IS 496,Spring 2024,1,3,90.58,30,23,20,1,60.5,18.5,31.0,11.0,75.815,1.0,2,1.0,54.0,1.0
20260956,IS 312,Fall 2024,1,2,55.37,13,23,17,0,47.0,16.0,19.5,11.5,64.685,0.5,2,0.5,47.0,0.5
20260956,IS 313,Fall 2023,0,2,72.38,11,20,11,1,52.5,17.0,21.0,14.5,56.18,0.0,2,0.0,0.0,0.0
20260956,IS 444,Fall 2023,0,4,56.99,21,19,12,0,47.5,12.0,21.5,14.0,63.875,0.5,2,0.5,0.0,0.0
20261424,IS 498,Spring 2024,1,4,73.59,23,29,9,0,53.8,15.2,30.2,8.4,81.596,0.8,5,1.0,55.0,1.0
20261424,CS 213,Fall 2023,1,3,72.33,11,40,9,1,54.0,17.6,28.0,8.4,81.848,0.6,5,0.5,55.333333333333336,0.6666666666666666
20261424,CS 316,Fall 2024,1,4,69.78,30,17,5,1,55.6,13.8,32.6,9.2,82.358,0.6,5,0.5,58.0,0.6666666666666666
20261424,HU 334,Fall 2024,0,4,100.0,17,37,9,1,53.4,16.4,28.6,8.4,76.31400000000001,0.6,5,0.6,0.0,0.0
20261424,CS 352,Fall 2023,0,4,81.39,2,32,7,0,57.8,19.4,29.6,8.8,80.03600000000002,0.8,5,1.0,0.0,0.0
20261424,IS 360,Spring 2024,1,3,84.48,16,25,12,1,55.4,16.6,31.0,7.8,79.418,0.6,5,0.0,57.666666666666664,0.6666666666666666
20262027,HU 122,Fall 2023,0,2,66.49,20,26,5,1,61.0,20.0,25.333333333333332,15.666666666666666,72.66666666666667,1.0,3,1.0,0.0,0.0
20262027,ST 121,Fall 2023,1,2,58.39,22,20,14,1,59.333333333333336,19.333333333333332,27.333333333333332,12.666666666666666,75.36666666666666,1.0,3,1.0,59.333333333333336,1.0
20262027,IS 241,Fall 2024,0,4,78.01,14,29,19,1,57.333333333333336,22.0,24.333333333333332,11.0,68.82666666666667,1.0,3,1.0,0.0,0.0
20262027,IT 211,Spring 2024,0,4,81.6,24,27,14,1,56.333333333333336,18.666666666666668,25.0,12.666666666666666,67.63,1.0,3,1.0,0.0,0.0
20260489,IS 451,Fall 2023,0,3,60.06,28,33,17,1,58.0,17.0,32.5,8.5,73.60249999999999,0.75,4,1.0,0.0,0.0
20260489,IS 422,Spring 2024,0,4,93.84,16,38,9,1,61.75,20.0,31.25,10.5,65.1575,0.75,4,1.0,0.0,0.0
20260489,HU 213,Spring 2024,1,3,60.51,11,29,2,0,67.0,21.25,33.5,12.25,73.49,1.0,4,1.0,63.0,1.0
20260489,CS 112,Fall 2023,0,2,61.73,25,29,10,1,61.5,17.75,33.5,10.25,73.185,0.75,4,0.75,0.0,0.0
20260489,IS 312,Fall 2023,1,2,78.33,16,34,13,1,61.75,20.0,32.25,9.5,69.035,0.75,4,1.0,42.0,0.0
20261935,IS 435,Fall 2023,0,3,87.98,19,47,16,1,78.75,20.75,41.0,17.0,75.79249999999999,1.0,4,1.0,0.0,0.0
20261935,MA 112,Spring 2024,1,3,77.32,25,41,20,1,77.75,19.25,42.5,16.0,78.4575,1.0,4,1.0,68.0,1.0
20261935,IT 211,Fall 2024,0,2,77.85,25,44,14,1,78.5,19.25,41.75,17.5,78.325,1.0,4,1.0,0.0,0.0
20261935,IS 350,Spring 2024,1,4,69.38,15,36,17,1,82.25,21.75,43.75,16.75,80.4425,1.0,4,1.0,86.0,1.0
20261935,ST 122,Fall 2024,0,4,78.62,18,43,17,1,79.75,21.0,42.0,16.75,78.1325,1.0,4,1.0,0.0,0.0
20260879,AI 310,Fall 2023,0,2,69.99,22,18,7,0,52.666666666666664,19.0,22.833333333333332,10.833333333333334,73.825,0.5,6,0.5,0.0,0.0
20260879,CS 214,Fall 2024,1,4,57.78,23,15,15,1,51.666666666666664,18.833333333333332,23.333333333333332,9.5,75.86,0.3333333333333333,6,0.0,47.0,0.5
20260879,MA 111,Spring 2024,0,2,74.59,23,14,11,0,52.5,18.833333333333332,23.5,10.166666666666666,73.05833333333334,0.5,6,1.0,0.0,0.0
20260879,CS 352,Fall 2024,0,3,89.18,21,12,11,0,53.166666666666664,19.166666666666668,23.833333333333332,10.166666666666666,70.62666666666667,0.5,6,0.5,0.0,0.0
20260879,CS 112,Fall 2024,1,3,56.41,8,21,4,0,55.0,21.333333333333332,22.333333333333332,11.333333333333334,76.08833333333332,0.5,6,0.5,57.0,1.0
20260879,MA 113,Fall 2023,1,3,70.34,20,32,9,1,50.333333333333336,19.333333333333332,20.5,10.5,73.76666666666667,0.3333333333333333,6,0.0,43.0,0.5
20260879,IS 321,Fall 2023,0,4,94.65,19,43,15,1,47.666666666666664,19.5,18.666666666666668,9.5,69.71500000000002,0.3333333333333333,6,0.3333333333333333,0.0,0.0
20262107,IS 450,Fall 2024,0,2,65.94,19,36,15,1,75.4,23.4,37.6,14.4,71.96199999999999,0.8,5,1.0,0.0,0.0
20262107,IT 211,Fall 2023,0,2,72.64,29,23,16,1,75.8,21.4,40.2,14.2,70.62199999999999,0.8,5,1.0,0.0,0.0
20262107,HU 111,Fall 2023,1,2,88.25,19,37,11,1,76.0,23.4,37.4,15.2,67.49999999999999,0.8,5,0.8,86.0,0.5
20262107,CS 352,Spring 2024,1,4,78.16,17,46,13,0,74.2,23.8,35.6,14.8,69.518,1.0,5,1.0,81.5,1.0
20262107,IT 423,Fall 2023,0,2,59.43,22,34,14,1,75.4,22.8,38.0,14.6,73.264,0.8,5,1.0,0.0,0.0
20262107,IS 498,Fall 2023,1,2,61.33,30,48,18,1,70.2,21.2,35.2,13.8,72.884,0.8,5,1.0,71.5,0.5
20262188,IS 496,Fall 2024,0,2,50.02,8,0,6,0,18.0,3.5,9.5,5.0,69.575,0.0,2,0.0,0.0,0.0
20262188,CS 316,Spring 2024,1,4,92.25,0,19,4,0,13.5,7.5,0.0,6.0,48.46,0.0,2,0.0,13.5,0.0
20262188,IS 453,Fall 2024,0,2,46.9,7,0,6,0,18.5,4.0,9.5,5.0,71.135,0.0,2,0.0,0.0,0.0
20261821,IS 434,Spring 2024,0,4,78.55,12,14,10,0,34.0,10.75,16.75,6.5,57.11,0.25,4,0.0,0.0,0.0
20261821,CS 313,Fall 2023,0,2,38.45,16,22,11,0,30.75,9.75,14.75,6.25,67.135,0.25,4,0.25,0.0,0.0
20261821,IS 240,Fall 2023,1,4,74.25,8,12,6,0,36.5,11.75,17.25,7.5,58.184999999999995,0.25,4,0.0,30.5,0.5
20261821,IT 111,Fall 2023,1,3,79.26,11,19,5,1,34.25,11.0,15.5,7.75,56.9325,0.0,4,0.0,26.0,0.0
20261821,IS 231,Spring 2024,1,4,36.48,8,14,4,0,36.5,11.75,16.75,8.0,67.6275,0.25,4,0.0,30.5,0.5
20262234,IS 434,Fall 2023,0,3,83.29,19,21,6,0,42.666666666666664,9.0,27.333333333333332,6.333333333333333,75.59666666666666,0.6666666666666666,3,0.5,0.0,0.0
20262234,IS 365,Fall 2024,0,3,75.4,4,22,0,0,49.333333333333336,14.0,27.0,8.333333333333334,78.22666666666667,0.6666666666666666,3,0.5,0.0,0.0
20262234,HU 111,Fall 2023,1,2,73.48,11,37,8,1,39.333333333333336,11.666666666666666,22.0,5.666666666666667,78.86666666666666,0.3333333333333333,3,0.3333333333333333,46.0,1.0
20262234,IS 333,Fall 2024,1,4,77.91,12,23,11,1,42.666666666666664,11.333333333333334,26.666666666666668,4.666666666666667,77.39,0.3333333333333333,3,0.0,56.0,1.0
20261658,CS 313,Fall 2024,0,2,87.04,22,46,20,1,79.33333333333333,25.166666666666668,39.333333333333336,14.833333333333334,78.25833333333334,1.0,6,1.0,0.0,0.0
20261658,IS 450,Spring 2024,0,3,77.82,30,32,16,1,81.0,23.833333333333332,41.666666666666664,15.5,79.79500000000002,1.0,6,1.0,0.0,0.0
